"","variable","point_estimate","Upper C.I.","converge"
"1","MSY",1.00014985002138,1.00032899325411,"true"
"2","S.eq",1.00265147756277,1.00271420783751,"true"
"3","S.eq.alt",1.00166964414466,1.00171514723605,"true"
"4","S.max",1.00298941699096,1.0032442738076,"true"
"5","S.msy",1.00290717032111,1.00304794894373,"true"
"6","S.msy.alt",1.00201310046706,1.0021103000796,"true"
"7","U.msy",1.00007994718199,1.000531393327,"true"
"8","alpha",0.999981223976794,1.00006425818723,"true"
"9","alpha.c",0.999981110511212,1.00018036230571,"true"
"10","beta",1.00021799350278,1.00027887521619,"true"
"11","lnalpha",0.999990086226561,1.00012695768218,"true"
"12","lnalpha.c",1.00004684912494,1.00038797431998,"true"
"13","resid.red.0",1.00005823833076,1.00049710605975,"true"
"14","sigma.red",1.00006290102187,1.0004530830196,"true"
"15","sigma.white",1.00006290102187,1.0004530830196,"true"
"16","tau.red",1.00009928068908,1.00060815119647,"true"
"17","tau.white",1.00009928068908,1.00060815119647,"true"
