"","0%","2.5%","5%","50%","95%","97.5%","100%"
"MSY",93384.1883602645,134030.202404578,143998.13353014,210038.632136901,334826.316569065,372341.992087157,1036439.88276204
"S.eq",101215.704679274,124857.92282075,129219.099968555,165383.382172198,249280.438366656,280069.321971162,1159209.08461248
"S.max",35748.4398912606,48055.9467375217,50963.9867660779,70880.7127370791,117689.73650717,135043.93613281,594466.207460448
"S.msy",31613.2511145647,40093.1320846571,41993.3680816326,55433.08590265,86242.4363759361,98340.52573967,421372.504977818
"U.msy",0.586605575922596,0.689134652905347,0.706162592557834,0.785956529984323,0.850141696583457,0.860732123786213,0.892848502675668
"alpha",2.26749518755677,3.6606996047345,3.9541624242244,5.79682889051236,8.45715199079243,9.14770908183416,14.5325295994427
"beta",0.00000168218140484719,0.00000740499745424765,0.00000849691772241457,0.0000141082102801461,0.0000196216988398153,0.0000208090791655384,0.0000279732487079658
"lnalpha",0.818675780648463,1.29765427162176,1.37476880147614,1.75731102499718,2.13501247276964,2.21350347355087,2.67638955736698
"lnalpha.c",1.47977315411452,1.86546219310259,1.93831344866925,2.33564881268931,2.7902623583951,2.89398570043838,3.80183475616141
"resid.red.0",-4.5493977086292,-2.16669603739369,-1.80446537663069,-0.0259816500199937,1.76457428142659,2.10427850519678,4.59175323625543
"sigma.red",0.75115038753177,0.884025784109145,0.910663381829076,1.06927986710992,1.27784263162716,1.33000203030709,1.59973161329188
"sigma.white",0.75115038753177,0.884025784109145,0.910663381829076,1.06927986710992,1.27784263162716,1.33000203030709,1.59973161329188
