"","beta","lnalpha","lnalpha.c","Smsy_lambert","Umsy_lambert"
"2325100",1.0538174794118e-05,1.23953732749601,1.77777499578395,63557.4678836982,0.669779706029952
"2325200",6.84575965162649e-06,1.2321150075675,1.72263005396164,95807.6599995788,0.655876213141866
"2325300",4.92007368318757e-06,1.56459511453077,2.16203575067381,153474.528217435,0.755105987322231
"2325400",1.55730690290655e-05,1.18254817549921,1.7929558003629,43249.7994453657,0.673532112255921
"2325500",2.51149360948614e-05,2.48044122672802,3.05202361763185,35255.216156492,0.885432500780822
"2325600",1.08297293534884e-05,1.30514244295038,1.55419108123032,56393.2942167941,0.610724113719526
"2325700",1.23298087842102e-05,2.14194280610418,2.51875246286384,66305.8273264035,0.817538172213417
"2325800",1.35340855135539e-05,1.92749622987977,2.36253838055074,58523.0007492008,0.792055296649464
"2325900",1.6506826336565e-05,1.43469021995565,2.36406377812158,47999.3995632413,0.792317752849818
"2326000",5.7562385197782e-06,1.28902141779301,1.91059919603656,121872.324885415,0.70152617100035
"2326100",1.03379886336925e-05,1.5147524823561,2.35863309678589,76550.8784716623,0.791382111539222
"2326200",1.52399725677409e-05,1.78152354105626,2.16057058199124,49528.8046959875,0.754817624879845
"2326300",7.07557816754237e-06,1.05887497845643,1.34268298486271,77476.3296778762,0.548189826770096
"2326400",2.26893467313372e-05,2.10082054202033,2.52750933820269,36091.1753451589,0.818885191347798
"2326500",1.10419824486417e-05,1.61704629329756,2.49549467219822,73711.3456846359,0.813919385315511
"2326600",1.51024891585794e-05,1.70231613904467,2.14275589685751,49746.0801997912,0.751289636899166
"2326700",6.27773952538488e-06,1.81054835007464,2.2026241821678,121538.398020362,0.762986405104386
"2326800",9.46292314629484e-06,1.96954356302706,2.40031878948388,84379.3524827141,0.798475327678046
"2326900",1.51577071729781e-05,1.75523288113605,2.47121968125721,53443.3057072333,0.810077978266194
"2327000",2.16067706451637e-05,1.70092535250597,2.8742696163484,40071.0224154335,0.865805390847485
"2327100",2.01370878436796e-05,2.15848376139539,2.51684445368163,40583.9989845473,0.817243552599632
"2327200",1.90976582112786e-05,1.84333806518373,2.17613639377447,39683.7790528137,0.757867248882534
"2327300",1.6829565323014e-05,1.6853024704957,2.05962466335734,43630.7658729234,0.734286824351495
"2327400",1.58440291279906e-05,1.89778730588871,2.7794216052825,53910.6617171522,0.854162094555805
"2327500",6.8633846569321e-06,1.09802459064573,1.5467566076793,88678.8351978939,0.608636956891835
"2327600",1.90311524643587e-05,1.73718005496713,2.50511971027725,42846.8150693513,0.815424270197007
"2327700",1.63572792040288e-05,2.00328324910967,2.50722375497906,49870.8775414758,0.815751868095849
"2327800",1.0294523594108e-05,1.29010997483404,1.84415453835273,66632.5493003221,0.685950350907734
"2327900",9.49172389856582e-06,1.37249565307887,1.74209672301481,69622.0491009684,0.660833267318784
"2328000",8.57392264333567e-06,1.21194017634367,1.62734551036212,73575.9742332782,0.630834711484185
"2328100",1.50944789935557e-05,1.53765674130447,1.84188938417669,45407.9030072649,0.685408638084573
"2328200",1.2524109167553e-05,1.48464275232329,1.99893523725912,57593.1951927697,0.721303463902439
"2328300",7.13600444850988e-06,1.06504542211761,1.31308239897634,75520.3106972258,0.538913273088252
"2328400",2.5924335925069e-05,1.77465652822164,2.17288819934728,29209.3654322236,0.757233401623063
"2328500",4.58961063804648e-06,1.30770322835377,1.73817443518592,143767.924282287,0.659838794695847
"2328600",1.60822061168155e-05,2.4838533353831,3.44846919541677,57218.6899466237,0.920202765455764
"2328700",1.00166459655735e-05,1.64189171689934,1.98735168755674,71757.5361559025,0.718769835035519
"2328800",1.21618988580521e-05,1.6150269277888,1.85759683740062,56664.7109629519,0.689150483552179
"2328900",2.03601800971433e-05,2.86728475136125,5.53463364004853,48593.9952122703,0.989382494161543
"2329000",1.12626223961691e-05,2.08405085659956,2.54507047084196,72945.8133474542,0.821561151113811
"2329100",3.47941721739127e-06,0.779028754954534,1.28760781776091,152561.777922534,0.530826076819489
"2329200",8.06419850969858e-06,1.92681895346288,2.62202709898872,103283.033176057,0.832894882215505
"2329300",9.85371653183866e-06,1.0888024563048,1.34074029199205,55571.4152313485,0.54758497296281
"2329400",1.64498297440745e-05,2.68113377066322,3.25281840279666,54983.7251552437,0.904472917498747
"2329500",9.28089225340056e-06,0.206043026660223,0.897838806782804,42573.2337178632,0.395117595014328
"2329600",1.59267514666443e-05,1.54257611980895,2.14208601309404,47163.1761523286,0.7511561849557
"2329700",8.27182332156429e-06,1.06633678109699,2.31658590745646,94781.9286114335,0.784019367550897
"2329800",1.74203916978286e-05,1.48894866365498,1.82548567995744,39118.7793414681,0.681464458869299
"2329900",1.06705460227789e-05,1.35139232267178,1.88150018037874,65111.8947015877,0.694779469043622
"2330000",1.6151807442074e-05,1.17348322062691,1.75517906150568,41118.2784747554,0.664134516273824
"2330100",1.10320187256147e-05,1.47578927571749,1.79298683743318,61053.1732884511,0.673539750976393
"2330200",1.914042047811e-05,2.77339354165115,3.33022628108535,47596.0690494401,0.911008774711441
"2330300",2.01812450031017e-05,2.45372338182424,2.99703992164005,43587.7057389445,0.879654168640739
"2330400",1.76745787278414e-06,1.28239972184111,2.1116717579894,421530.033613376,0.745036576524924
"2330500",1.00639486641669e-06,0.998737784029857,1.43381611732585,572279.098837466,0.575938747227596
"2330600",1.23783206583952e-05,1.75957698077768,2.0948114428769,59910.6147190604,0.741592799834103
"2330700",1.59859830709936e-05,1.50039855300295,2.39797555101214,49923.8606380748,0.79808199099891
"2330800",1.99804046718498e-05,1.98441525265158,2.51567822340446,40893.2295428517,0.81706327460502
"2330900",1.6473478345268e-05,0.174067488446567,1.13070895659044,29070.879637246,0.478898506182064
"2331000",2.13456172193271e-05,1.87735581280887,2.47592986508797,37985.7142156919,0.810828515450913
"2331100",9.06744845885533e-06,1.10235613200057,1.78706019305476,74119.9321015775,0.672078664104911
"2331200",8.18757483466772e-06,1.19538445176205,1.77356162492156,81676.5069573679,0.668732512947709
"2331300",5.71976524943007e-06,1.29913838799914,1.57221721939749,107653.277835064,0.615751477548237
"2331400",1.42034582454805e-05,1.77212728502112,2.09222605337214,52174.7209451582,0.741061470414154
"2331500",6.63982667568507e-06,0.968750863170057,1.2805045209177,79603.5747215324,0.528553938915921
"2331600",1.83741199899495e-05,2.34017238471456,2.88122605490501,47165.59129921,0.866626233928601
"2331700",5.35679985689466e-06,1.35833131860019,1.96158950919705,133115.02753794,0.713070560465764
"2331800",1.38779234426154e-05,1.67305325105767,2.3275569802593,56633.8917232013,0.785960813591958
"2331900",1.78037365807581e-05,2.25707249664577,2.80692116724184,48171.1048633446,0.857625661791061
"2332000",1.88407433677426e-05,2.16320772458639,3.01552481246013,46793.5475516069,0.881625220686087
"2332100",1.54859455110559e-05,1.25383311681998,1.93157572033393,45610.2597915846,0.706317997877584
"2332200",1.6952872487962e-05,1.25328024687958,1.81992314678843,40118.1862392901,0.680118495762997
"2332300",9.22447730543931e-06,1.63542575500374,2.07380934809117,79923.3873680331,0.737251472950256
"2332400",1.75810404621286e-05,1.86877832393997,2.28685540504793,44291.200606887,0.778685389985938
"2332500",8.67020975419132e-06,1.2799753063829,1.82470963172513,78576.7537826392,0.681276937098928
"2332600",1.92069580708006e-05,1.67853346832199,2.03329672295357,37940.1164557436,0.728714225966759
"2332700",1.4931429491351e-05,1.81259574969925,2.19518201002397,51003.6232041793,0.761557003676636
"2332800",1.70755486720963e-05,1.88442826302327,2.25757047551768,45288.5230938584,0.773326380376534
"2332900",1.30582818287191e-05,1.57966901889607,1.96823690402546,54720.0372862247,0.714549668561542
"2333000",2.2517554329738e-05,2.19646462965307,2.62169637674778,36986.5888516003,0.83284752393759
"2333100",1.98832188739111e-05,2.49612619355155,2.84433812364624,43364.3342705922,0.862222549623626
"2333200",6.39835073605958e-06,1.10245352464849,1.48134732952969,92199.8644737387,0.589927070720139
"2333300",2.48196976266003e-07,0.634521286843406,0.961838345846175,1687929.22592278,0.418938930025049
"2333400",1.86579685243741e-05,2.12481607422895,2.59787490097375,44453.1788931896,0.829406012597502
"2333500",1.82688375065066e-05,2.06123576204752,2.47170525194727,44346.3064381048,0.810155466331483
"2333600",1.86574206900202e-05,1.55559344898517,1.90606569239667,37544.454123704,0.70048267516311
"2333700",1.27271961763128e-05,1.44853024188952,1.97496880790175,56260.7442167241,0.7160415286716
"2333800",1.97857331492251e-05,2.03814862261827,2.48479048289474,41051.4804765146,0.812233638088943
"2333900",6.92560602194252e-06,1.6950293072203,2.22045306569073,110659.281317354,0.766382585075298
"2334000",1.55005646471727e-05,1.51131386961677,2.04223396117104,47134.8066357809,0.730616117389907
"2334100",1.45928296089392e-05,1.2962990884418,1.86104775177059,47281.3029617954,0.689967997810111
"2334200",1.71831767732152e-05,2.34108354874356,2.70730928036538,49160.2108903116,0.844728593936764
"2334300",1.92373575996853e-05,2.01344491181081,2.22441503778819,39877.1976304796,0.767131910890858
"2334400",1.4041427486659e-05,1.37938728002445,1.9937641821645,51289.2746400953,0.720174630702239
"2334500",1.60701289510509e-05,1.90589414472548,2.32531203571125,48883.5356088218,0.785564720817057
"2334600",1.81190100827424e-05,1.94406038353448,2.2540471715754,42644.4133935742,0.772674556250808
"2334700",9.79299877943948e-06,0.977610697369155,1.25538031157096,53145.8780083024,0.520457518467544
"2334800",1.19187693961086e-05,1.6047838452089,1.95701053748674,59741.7579697343,0.712048236559396
"2334900",2.14815366702872e-05,2.83165024205234,4.0555069560711,44455.6076515975,0.954974765967694
"2335000",4.62923876985136e-06,1.12007274121854,2.02158809246373,156873.870756692,0.726206604483532
"2335100",1.82492598597452e-05,1.44540562330076,1.97083469057919,39186.5802617943,0.715126086212246
"2335200",2.98155941072608e-05,2.35462658189488,3.19392655502023,30159.0515103612,0.899210038492901
"2335300",1.25542939786032e-05,1.02491339534921,1.93507517493656,56324.2814574368,0.707111587550253
"2335400",1.50051765287635e-05,1.90437524686792,2.64743098713031,55747.322282593,0.836498411856178
"2335500",1.14260863765131e-05,1.15395378559262,1.62959870811443,55263.1803046173,0.631441871601375
"2335600",2.38077613922521e-05,2.47471092335657,2.82425259826403,36113.0712595622,0.859771383689055
"2335700",1.59281170591038e-05,2.25885698123698,2.68163081501986,52815.0309634971,0.841243995666774
"2335800",8.27765841637171e-06,1.32461705927946,1.7114232477192,78886.8178827996,0.652998131988338
"2335900",1.493921328913e-05,1.71179792623794,2.08815471744955,49548.9948205463,0.74022300188614
"2336000",1.43867152279017e-05,1.96298508967015,2.42980882878476,55841.1835762139,0.80337120609997
"2336100",1.59375423899079e-05,1.42119772527353,1.93373592763164,44348.6240376375,0.706808075533935
"2336200",1.45236513265127e-05,1.09104012293246,1.74776002316841,45599.0931938272,0.662265330352306
"2336300",1.70260980186899e-05,1.82733916437129,2.41856673597518,47075.7688096915,0.801516654058993
"2336400",1.02518366189076e-05,1.08621031828462,1.47025514219667,57228.0164988065,0.586692275169912
"2336500",1.29586761319688e-05,0.846583608477684,1.71841202915157,50529.4709907847,0.654795049689292
"2336600",2.81555407732503e-06,0.827986826906938,1.16513973466773,174248.502208283,0.490606080860309
"2336700",1.04527306892426e-05,1.82577361691905,2.36864559082952,75875.3346869459,0.793104439438792
"2336800",4.99893036456178e-06,1.44268627835243,1.95786205903054,142478.192999311,0.712238565272147
"2336900",1.66613204709938e-05,2.02554818121479,2.43850351644244,48303.2288621339,0.80479557585577
"2337000",7.3117175355454e-06,1.00753361604512,1.36318639721142,75842.5852680745,0.554539560645678
"2337100",9.60536498103775e-06,1.51318417653967,2.25621598322755,80483.7688474195,0.77307597482894
"2337200",1.3123664127657e-05,2.55507764670969,3.10766812451508,67894.5769031923,0.891025623366877
"2337300",1.56438982884436e-05,1.97951840927582,2.62158812641671,53236.8598294373,0.832832020367846
"2337400",9.47996612929834e-06,1.39670839034566,1.70447948732828,68692.8532364787,0.651205922006679
"2337500",8.04097209538053e-06,0.908286205443253,1.91982554395815,87506.9804528251,0.703641187972176
"2337600",1.03407047776507e-05,1.53264744170083,2.10703868739864,71957.7566597748,0.744093918080759
"2337700",1.5006489921822e-05,1.27753622969316,1.77783130415165,44633.6010324443,0.669793684068002
"2337800",4.02323284214966e-06,1.5603959480739,2.23953436542397,191381.794207542,0.769973519845309
"2337900",9.87229035146513e-06,1.5494465161916,1.8440083820714,69478.8539004339,0.685915418992109
"2338000",7.14650216122025e-06,1.36510331513866,1.77233090963688,93531.9328342541,0.668426160143105
"2338100",7.41553616907542e-06,1.88402250651845,2.47207572977283,109259.067903942,0.810214569841146
"2338200",1.43388857197657e-05,1.49317086631539,1.8879613327891,48559.3883087089,0.696287519580305
"2338300",1.67109278572463e-05,1.92528369350203,2.47657986344663,48527.0416645197,0.810931892381374
"2338400",1.91590417152218e-05,1.81318191397438,2.15176243754335,39306.6803179553,0.753078327898596
"2338500",1.21774911498916e-05,1.70035995916865,2.18522361987581,62380.1265115629,0.759633438523676
"2338600",9.63904927562824e-06,1.03198661852508,1.83511109630064,70938.8801529974,0.683783361352628
"2338700",1.87489773596573e-05,2.04713293366147,2.53018328166402,43698.1074407118,0.819294827065779
"2338800",1.8215822169407e-05,0.826788487552415,1.51251551738687,32879.1268817337,0.59892032836303
"2338900",1.72619356503586e-05,1.77397007649227,2.60372705450847,48097.5633863409,0.830257044114062
